age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration,scaled_balance,housing_penalty,loan_penalty,default_penalty,job_score,FSI
45,management,married,tertiary,no,-192.0,yes,no,6,may,138,3,-1,0,unknown,no,True,False,False,138,0,0,0,0.30289894337577894,-1,0,0,2,1.3028989433757792
37,blue-collar,married,secondary,no,1053.0,no,no,16,jun,405,3,-1,0,unknown,no,False,False,True,0,0,405,1,0.6402059062584665,0,0,0,-1,-0.3597940937415335
43,blue-collar,married,secondary,no,625.0,yes,no,30,sep,175,1,-1,0,unknown,no,False,False,True,0,0,175,1,0.5242481712273097,-1,0,0,-1,-1.4757518287726903
52,unemployed,married,primary,no,255.0,no,yes,10,jul,374,3,-1,0,unknown,no,True,False,False,374,0,0,1,0.4240043348685993,0,-1,0,-2,-2.5759956651314004
44,management,married,tertiary,no,529.0,yes,no,4,jun,129,4,-1,0,unknown,no,False,False,True,0,0,129,0,0.4982389596315362,-1,0,0,2,1.4982389596315362
56,management,married,tertiary,no,318.0,no,yes,9,jul,246,3,-1,0,unknown,no,False,True,False,0,246,0,1,0.44107287997832567,0,-1,0,2,1.441072879978326
21,services,single,secondary,no,1903.0,yes,no,29,may,107,2,-1,0,unknown,no,False,False,True,0,0,107,0,0.8704958005960445,-1,0,0,0,-0.12950419940395552
43,unknown,married,tertiary,no,1937.0,no,no,19,jun,385,1,-1,0,unknown,no,False,False,True,0,0,385,1,0.8797073963695475,0,0,0,0,0.8797073963695475
31,admin.,single,secondary,no,747.0,yes,no,26,may,543,2,-1,0,unknown,yes,False,False,True,0,0,543,1,0.5573015442969385,-1,0,0,0,-0.44269845570306154
24,technician,single,secondary,no,-46.0,yes,no,19,may,23,1,-1,0,unknown,no,False,False,True,0,0,23,0,0.3424546193443511,-1,0,0,1,0.3424546193443512
57,retired,married,secondary,no,0.0,no,yes,30,jun,104,2,-1,0,unknown,no,False,False,True,0,0,104,0,0.3549173665673259,0,-1,0,-1,-1.645082633432674
57,technician,married,secondary,no,1469.0,yes,no,17,nov,364,1,-1,0,unknown,no,True,False,False,364,0,0,1,0.7529124898401517,-1,0,0,1,0.7529124898401518
51,technician,married,secondary,no,18.0,no,yes,25,jul,363,6,-1,0,unknown,no,True,False,False,363,0,0,1,0.3597940937415335,0,-1,0,1,0.3597940937415336
50,management,divorced,tertiary,no,201.0,yes,no,24,jul,248,1,-1,0,unknown,no,True,False,False,248,0,0,1,0.4093741533459767,-1,0,0,2,1.4093741533459765
34,blue-collar,married,secondary,no,1412.0,yes,yes,27,may,157,2,-1,0,unknown,no,False,False,True,0,0,157,0,0.7374695204551612,-1,-1,0,-1,-2.262530479544839
43,blue-collar,married,primary,no,-93.0,yes,no,26,may,402,2,-1,0,unknown,no,False,False,True,0,0,402,1,0.32972094283392034,-1,0,0,-1,-1.6702790571660797
31,services,married,secondary,no,-331.0,yes,no,23,may,203,5,-1,0,unknown,no,False,False,True,0,0,203,1,0.26523977241939856,-1,0,0,0,-0.7347602275806014
39,blue-collar,married,primary,no,694.0,yes,no,21,nov,44,1,-1,0,unknown,no,True,False,False,44,0,0,0,0.5429422920617719,-1,0,0,-1,-1.457057707938228
38,unemployed,single,tertiary,no,0.0,no,no,6,feb,264,2,-1,0,unknown,no,True,False,False,264,0,0,1,0.3549173665673259,0,0,0,-2,-1.645082633432674
53,technician,married,secondary,no,230.0,no,yes,16,aug,112,2,-1,0,unknown,no,True,False,False,112,0,0,0,0.41723110268219993,0,-1,0,1,0.4172311026822
46,technician,married,secondary,no,1427.0,yes,no,14,may,32,3,-1,0,unknown,no,False,False,True,0,0,32,0,0.7415334597670008,-1,0,0,1,0.7415334597670009
30,management,single,tertiary,no,201.0,yes,no,17,mar,325,2,-1,0,unknown,yes,True,False,False,325,0,0,1,0.4093741533459767,-1,0,0,2,1.4093741533459765
31,self-employed,single,secondary,no,1086.0,no,no,20,nov,410,1,-1,0,unknown,no,True,False,False,410,0,0,1,0.6491465727445137,0,0,0,1,1.6491465727445136
34,management,divorced,secondary,no,44.0,no,no,9,jun,118,1,-1,0,unknown,no,False,False,True,0,0,118,0,0.36683825521538876,0,0,0,2,2.366838255215389
48,unknown,married,unknown,no,286.0,no,no,30,jul,166,2,-1,0,unknown,no,True,False,False,166,0,0,1,0.43240314277973446,0,0,0,0,0.43240314277973446
46,blue-collar,divorced,primary,no,216.0,no,no,2,feb,173,1,-1,0,unknown,no,True,False,False,173,0,0,1,0.41343809265781634,0,0,0,-1,-0.5865619073421837
33,blue-collar,married,secondary,no,-77.0,yes,no,28,jul,151,3,-1,0,unknown,no,True,False,False,151,0,0,0,0.33405581143321594,-1,0,0,-1,-1.665944188566784
39,blue-collar,married,primary,no,1046.0,no,no,19,jun,112,4,-1,0,unknown,no,False,False,True,0,0,112,0,0.6383094012462748,0,0,0,-1,-0.3616905987537252
27,student,single,secondary,no,1566.0,no,no,30,jan,164,5,-1,0,unknown,no,True,False,False,164,0,0,0,0.7791926307233812,0,0,0,1,1.7791926307233812
48,blue-collar,married,secondary,no,0.0,yes,no,26,may,105,1,-1,0,unknown,no,False,False,True,0,0,105,0,0.3549173665673259,-1,0,0,-1,-1.645082633432674
54,services,married,secondary,no,-22.0,no,yes,9,jul,85,1,-1,0,unknown,no,True,False,False,85,0,0,0,0.3489569222432945,0,-1,0,0,-0.6510430777567056
51,services,married,secondary,no,0.0,no,no,18,jul,439,3,-1,0,unknown,no,True,False,False,439,0,0,1,0.3549173665673259,0,0,0,0,0.3549173665673259
47,technician,married,secondary,no,72.0,no,no,29,may,278,1,-1,0,unknown,no,False,False,True,0,0,278,1,0.37442427526415606,0,0,0,1,1.374424275264156
53,technician,married,secondary,no,100.0,no,no,13,aug,205,4,-1,0,unknown,no,True,False,False,205,0,0,1,0.38201029531292335,0,0,0,1,1.3820102953129234
35,blue-collar,married,primary,no,319.0,yes,no,16,jul,221,1,-1,0,unknown,no,True,False,False,221,0,0,1,0.44134380926578165,-1,0,0,-1,-1.5586561907342182
52,management,divorced,tertiary,no,50.0,yes,no,12,jun,84,3,-1,0,unknown,no,False,False,True,0,0,84,0,0.36846383094012464,-1,0,0,2,1.3684638309401245
57,retired,married,secondary,yes,32.0,yes,no,15,may,476,3,-1,0,unknown,no,True,False,False,476,0,0,1,0.3635871037659171,-1,0,-2,-1,-3.636412896234083
35,management,single,tertiary,no,633.0,yes,no,17,apr,128,3,-1,0,unknown,no,True,False,False,128,0,0,0,0.5264156055269574,-1,0,0,2,1.5264156055269575
35,management,divorced,tertiary,no,649.0,no,no,16,apr,177,1,-1,0,unknown,no,True,False,False,177,0,0,1,0.5307504741262531,0,0,0,2,2.530750474126253
46,blue-collar,divorced,primary,no,452.0,yes,no,9,may,113,4,-1,0,unknown,no,False,False,True,0,0,113,0,0.47737740449742616,-1,0,0,-1,-1.5226225955025738
31,blue-collar,married,secondary,no,-498.0,yes,no,21,jul,357,1,-1,0,unknown,no,True,False,False,357,0,0,1,0.21999458141425088,-1,0,0,-1,-1.7800054185857492
46,admin.,married,secondary,no,22.0,yes,no,7,aug,414,4,-1,0,unknown,no,True,False,False,414,0,0,1,0.36087781089135734,-1,0,0,0,-0.6391221891086427
31,admin.,married,secondary,no,2304.0,yes,no,20,nov,257,2,-1,0,unknown,no,True,False,False,257,0,0,1,0.97913844486589,-1,0,0,0,-0.020861555134110032
33,management,married,tertiary,no,1412.0,yes,no,19,aug,480,1,-1,0,unknown,yes,False,False,True,0,0,480,1,0.7374695204551612,-1,0,0,2,1.7374695204551611
42,housemaid,married,primary,no,145.0,no,no,20,aug,252,2,-1,0,unknown,no,True,False,False,252,0,0,1,0.3942021132484422,0,0,0,-1,-0.6057978867515579
40,housemaid,married,primary,no,1832.0,no,no,6,feb,213,4,-1,0,unknown,no,True,False,False,213,0,0,1,0.8512598211866703,0,0,0,-1,-0.14874017881332968
31,unemployed,married,secondary,no,591.0,no,no,21,nov,264,2,-1,0,unknown,no,True,False,False,264,0,0,1,0.5150365754538065,0,0,0,-2,-1.4849634245461933
62,retired,divorced,tertiary,no,0.0,no,no,13,nov,227,2,-1,0,unknown,yes,True,False,False,227,0,0,1,0.3549173665673259,0,0,0,-1,-0.645082633432674
41,management,married,tertiary,no,291.0,yes,no,9,may,150,2,-1,0,unknown,no,False,False,True,0,0,150,0,0.43375778921701436,-1,0,0,2,1.4337577892170144
54,blue-collar,married,primary,no,781.0,yes,no,9,may,103,2,-1,0,unknown,no,False,False,True,0,0,103,0,0.5665131400704416,-1,0,0,-1,-1.4334868599295585
32,technician,divorced,tertiary,no,267.0,no,no,26,may,128,1,-1,0,unknown,no,True,False,False,128,0,0,0,0.427255486318071,0,0,0,1,1.4272554863180709
38,blue-collar,married,primary,no,1327.0,yes,no,20,nov,277,1,-1,0,unknown,no,True,False,False,277,0,0,1,0.7144405310214034,-1,0,0,-1,-1.2855594689785965
41,admin.,married,primary,no,-306.0,yes,no,15,may,500,1,-1,0,unknown,yes,False,False,True,0,0,500,1,0.27201300460579786,-1,0,0,0,-0.7279869953942022
31,blue-collar,single,primary,no,864.0,yes,no,14,may,113,2,-1,0,unknown,no,False,True,False,0,113,0,0,0.5890002709292874,-1,0,0,-1,-1.4109997290707126
52,technician,married,tertiary,no,214.0,no,no,29,aug,161,3,-1,0,unknown,no,True,False,False,161,0,0,0,0.4128962340829044,0,0,0,1,1.4128962340829043
58,retired,married,secondary,no,425.0,yes,yes,17,nov,100,1,-1,0,unknown,no,True,False,False,100,0,0,0,0.4700623137361149,-1,-1,0,-1,-2.529937686263885
57,housemaid,married,tertiary,no,3.0,no,no,4,aug,142,2,-1,0,unknown,no,True,False,False,142,0,0,0,0.35573015442969386,0,0,0,-1,-0.6442698455703062
34,management,married,tertiary,no,0.0,yes,no,8,may,214,2,-1,0,unknown,no,False,False,True,0,0,214,1,0.3549173665673259,-1,0,0,2,1.3549173665673258
59,blue-collar,married,primary,no,0.0,no,no,16,nov,167,2,-1,0,unknown,no,True,False,False,167,0,0,1,0.3549173665673259,0,0,0,-1,-0.645082633432674
42,entrepreneur,married,tertiary,no,0.0,no,no,9,jul,236,1,-1,0,unknown,no,True,False,False,236,0,0,1,0.3549173665673259,0,0,0,2,2.3549173665673258
31,services,single,secondary,no,864.0,yes,no,6,may,100,1,-1,0,unknown,no,True,False,False,100,0,0,0,0.5890002709292874,-1,0,0,0,-0.4109997290707126
29,blue-collar,married,secondary,no,-478.0,no,yes,8,jul,528,2,-1,0,unknown,no,True,False,False,528,0,0,1,0.22541316716337037,0,-1,0,-1,-1.7745868328366297
38,unemployed,married,primary,no,-363.0,no,no,12,jun,340,2,-1,0,unknown,no,False,False,True,0,0,340,1,0.25657003522080735,0,0,0,-2,-1.7434299647791927
31,technician,single,secondary,no,1970.0,no,no,17,apr,284,3,-1,0,unknown,no,False,True,False,0,284,0,1,0.8886480628555947,0,0,0,1,1.8886480628555948
62,management,married,tertiary,no,1859.0,no,no,6,aug,245,3,-1,0,unknown,yes,False,True,False,0,245,0,1,0.8585749119479815,0,0,0,2,2.8585749119479815
32,technician,single,tertiary,no,1059.0,yes,no,17,apr,115,1,-1,0,unknown,no,True,False,False,115,0,0,0,0.6418314819832024,-1,0,0,1,0.6418314819832025
29,services,single,secondary,no,0.0,no,no,17,jul,58,1,-1,0,unknown,no,True,False,False,58,0,0,0,0.3549173665673259,0,0,0,0,0.3549173665673259
43,blue-collar,married,primary,no,255.0,yes,no,17,jul,180,1,-1,0,unknown,no,True,False,False,180,0,0,1,0.4240043348685993,-1,0,0,-1,-1.5759956651314007
34,self-employed,married,primary,no,712.0,yes,no,2,jun,326,3,-1,0,unknown,no,False,False,True,0,0,326,1,0.5478190192359794,-1,0,0,1,0.5478190192359795
57,retired,married,secondary,no,523.0,no,yes,2,feb,49,6,-1,0,unknown,no,True,False,False,49,0,0,0,0.4966133839068003,0,-1,0,-1,-1.5033866160931997
43,management,married,tertiary,no,422.0,no,no,12,aug,110,1,-1,0,unknown,no,True,False,False,110,0,0,0,0.46924952587374696,0,0,0,2,2.469249525873747
51,technician,married,primary,no,260.0,no,no,19,aug,137,2,-1,0,unknown,no,True,False,False,137,0,0,0,0.4253589813058792,0,0,0,1,1.4253589813058791
40,admin.,single,secondary,no,-1.0,no,no,7,jul,173,1,-1,0,unknown,no,True,False,False,173,0,0,1,0.35464643727986994,0,0,0,0,0.35464643727986994
51,technician,married,secondary,no,1490.0,yes,no,18,jul,227,2,-1,0,unknown,no,True,False,False,227,0,0,1,0.7586020048767271,-1,0,0,1,0.7586020048767272
38,services,married,secondary,no,497.0,yes,yes,19,may,88,5,-1,0,unknown,no,False,False,True,0,0,88,0,0.489569222432945,-1,-1,0,0,-1.5104307775670551
35,technician,married,secondary,no,1707.0,yes,no,2,jun,426,3,-1,0,unknown,no,False,False,True,0,0,426,1,0.8173936602546735,-1,0,0,1,0.8173936602546736
29,entrepreneur,single,secondary,no,404.0,no,no,30,jan,413,3,-1,0,unknown,no,True,False,False,413,0,0,1,0.4643727986995394,0,0,0,2,2.4643727986995394
52,management,divorced,tertiary,no,907.0,yes,no,4,jun,104,2,-1,0,unknown,no,False,False,True,0,0,104,0,0.6006502302898943,-1,0,0,2,1.6006502302898942
26,technician,married,secondary,no,18.0,yes,yes,5,may,264,1,-1,0,unknown,no,True,False,False,264,0,0,1,0.3597940937415335,-1,-1,0,1,-0.6402059062584664
31,blue-collar,single,primary,no,-495.0,yes,no,29,may,334,2,-1,0,unknown,no,False,False,True,0,0,334,1,0.22080736927661881,-1,0,0,-1,-1.7791926307233812
56,management,divorced,tertiary,no,442.0,no,no,28,may,77,3,-1,0,unknown,no,False,False,True,0,0,77,0,0.47466811162286643,0,0,0,2,2.4746681116228664
27,student,single,secondary,no,671.0,yes,no,7,may,332,2,-1,0,unknown,no,False,False,True,0,0,332,1,0.5367109184502845,-1,0,0,1,0.5367109184502845
30,technician,married,secondary,no,371.0,no,no,7,aug,124,2,-1,0,unknown,no,True,False,False,124,0,0,0,0.45543213221349227,0,0,0,1,1.4554321322134922
33,management,married,secondary,no,11.0,yes,no,4,may,104,3,-1,0,unknown,no,True,False,False,104,0,0,0,0.35789758872934163,-1,0,0,2,1.3578975887293416
46,blue-collar,married,primary,no,174.0,no,yes,15,jul,90,1,-1,0,unknown,no,True,False,False,90,0,0,0,0.4020590625846654,0,-1,0,-1,-1.5979409374153346
39,blue-collar,married,secondary,no,1367.0,no,no,12,jun,43,1,-1,0,unknown,no,False,False,True,0,0,43,0,0.7252777025196424,0,0,0,-1,-0.2747222974803576
51,blue-collar,married,primary,no,-11.0,no,no,16,jul,126,4,-1,0,unknown,no,False,True,False,0,126,0,0,0.3519371444053102,0,0,0,-1,-0.6480628555946898
43,blue-collar,married,primary,no,778.0,yes,yes,15,may,284,5,-1,0,unknown,no,False,False,True,0,0,284,1,0.5657003522080737,-1,-1,0,-1,-2.434299647791926
36,technician,married,tertiary,no,837.0,no,no,28,aug,68,6,-1,0,unknown,no,True,False,False,68,0,0,0,0.5816851801679762,0,0,0,1,1.5816851801679763
48,management,married,tertiary,no,363.0,no,no,18,nov,67,1,-1,0,unknown,no,True,False,False,67,0,0,0,0.4532646979138445,0,0,0,2,2.4532646979138444
26,admin.,single,secondary,no,236.0,yes,yes,18,may,8,2,-1,0,unknown,no,True,False,False,8,0,0,0,0.4188566784069358,-1,-1,0,0,-1.5811433215930641
39,admin.,single,unknown,no,0.0,yes,no,11,may,62,1,-1,0,unknown,no,True,False,False,62,0,0,0,0.3549173665673259,-1,0,0,0,-0.645082633432674
47,management,married,tertiary,no,-50.0,no,yes,7,jul,175,1,-1,0,unknown,no,True,False,False,175,0,0,1,0.3413709021945272,0,-1,0,2,1.341370902194527
23,entrepreneur,single,primary,no,4.0,yes,no,13,may,395,2,-1,0,unknown,yes,False,False,True,0,0,395,1,0.35600108371714984,-1,0,0,2,1.3560010837171497
38,admin.,married,secondary,no,46.0,yes,yes,6,may,195,1,-1,0,unknown,no,False,False,True,0,0,195,1,0.3673801137903007,-1,-1,0,0,-1.6326198862096992
33,technician,married,secondary,no,575.0,no,yes,4,feb,254,2,-1,0,unknown,no,True,False,False,254,0,0,1,0.510701706854511,0,-1,0,1,0.510701706854511
35,admin.,divorced,secondary,no,148.0,no,yes,8,jul,199,1,-1,0,unknown,no,True,False,False,199,0,0,1,0.39501490111081006,0,-1,0,0,-0.6049850988891899
25,technician,single,tertiary,no,777.0,yes,no,14,may,351,1,-1,0,unknown,no,False,False,True,0,0,351,1,0.5654294229206177,-1,0,0,1,0.5654294229206176
49,services,married,secondary,no,47.0,no,no,5,may,234,2,-1,0,unknown,no,False,False,True,0,0,234,1,0.3676510430777567,0,0,0,0,0.3676510430777567
32,management,married,tertiary,no,138.0,no,no,20,aug,94,4,-1,0,unknown,no,True,False,False,94,0,0,0,0.3923056082362503,0,0,0,2,2.39230560823625
29,admin.,single,secondary,no,1117.0,yes,no,8,may,77,2,-1,0,unknown,no,False,False,True,0,0,77,0,0.6575453806556488,-1,0,0,0,-0.3424546193443512
28,blue-collar,married,secondary,no,1325.0,yes,no,15,may,242,1,-1,0,unknown,no,True,False,False,242,0,0,1,0.7138986724464914,-1,0,0,-1,-1.2861013275535087
59,retired,married,secondary,no,0.0,no,no,18,jul,247,4,-1,0,unknown,no,True,False,False,247,0,0,1,0.3549173665673259,0,0,0,-1,-0.645082633432674
42,technician,divorced,secondary,no,-280.0,yes,no,26,may,258,1,-1,0,unknown,no,False,False,True,0,0,258,1,0.2790571660796532,-1,0,0,1,0.27905716607965325
34,admin.,married,secondary,no,1671.0,no,no,21,may,160,1,-1,0,unknown,no,False,False,True,0,0,160,0,0.8076402059062585,0,0,0,0,0.8076402059062585
34,management,married,tertiary,no,573.0,no,no,10,aug,122,1,-1,0,unknown,no,True,False,False,122,0,0,0,0.510159848279599,0,0,0,2,2.5101598482795993
42,blue-collar,divorced,secondary,no,47.0,yes,yes,8,may,141,1,-1,0,unknown,no,False,False,True,0,0,141,0,0.3676510430777567,-1,-1,0,-1,-2.632348956922243
46,management,single,tertiary,no,2154.0,yes,no,21,jul,87,4,-1,0,unknown,no,True,False,False,87,0,0,0,0.9384990517474939,-1,0,0,2,1.938499051747494
39,entrepreneur,married,tertiary,no,83.0,yes,no,11,jul,193,2,-1,0,unknown,no,True,False,False,193,0,0,1,0.37740449742617177,-1,0,0,2,1.3774044974261717
42,services,divorced,secondary,no,372.0,yes,yes,6,may,121,2,-1,0,unknown,no,False,False,True,0,0,121,0,0.45570306150094825,-1,-1,0,0,-1.5442969384990517
48,blue-collar,single,secondary,no,-552.0,no,yes,21,nov,150,2,-1,0,unknown,no,True,False,False,150,0,0,0,0.20536439989162827,0,-1,0,-1,-1.7946356001083719
30,self-employed,single,tertiary,no,48.0,no,no,21,nov,140,1,-1,0,unknown,no,True,False,False,140,0,0,0,0.3679219723652127,0,0,0,1,1.3679219723652127
34,technician,married,secondary,no,1.0,yes,no,19,nov,108,1,-1,0,unknown,no,True,False,False,108,0,0,0,0.3551882958547819,-1,0,0,1,0.35518829585478184
32,admin.,divorced,secondary,yes,-18.0,yes,no,12,may,155,3,-1,0,unknown,no,False,False,True,0,0,155,0,0.3500406393931184,-1,0,-2,0,-2.6499593606068816
46,services,married,secondary,no,451.0,yes,yes,13,may,389,4,-1,0,unknown,no,True,False,False,389,0,0,1,0.4771064752099702,-1,-1,0,0,-1.52289352479003
26,self-employed,married,tertiary,no,479.0,yes,no,9,feb,264,3,-1,0,unknown,no,True,False,False,264,0,0,1,0.4846924952587375,-1,0,0,1,0.4846924952587375
42,blue-collar,married,secondary,no,0.0,yes,no,21,nov,328,6,-1,0,unknown,no,True,False,False,328,0,0,1,0.3549173665673259,-1,0,0,-1,-1.645082633432674
50,technician,married,secondary,no,1130.0,yes,no,23,jul,119,2,-1,0,unknown,no,True,False,False,119,0,0,0,0.6610674613925765,-1,0,0,1,0.6610674613925767
41,blue-collar,married,primary,no,389.0,yes,no,16,jun,87,6,-1,0,unknown,no,False,False,True,0,0,87,0,0.46030885938769983,-1,0,0,-1,-1.5396911406123002
32,services,married,secondary,no,401.0,yes,no,15,may,294,2,-1,0,unknown,no,False,False,True,0,0,294,1,0.4635600108371715,-1,0,0,0,-0.5364399891628284
58,housemaid,single,tertiary,no,145.0,yes,yes,16,jul,128,2,-1,0,unknown,no,True,False,False,128,0,0,0,0.3942021132484422,-1,-1,0,-1,-2.605797886751558
45,technician,married,secondary,no,115.0,yes,no,6,may,108,1,-1,0,unknown,no,True,False,False,108,0,0,0,0.3860742346247629,-1,0,0,1,0.386074234624763
28,admin.,single,secondary,no,89.0,yes,yes,6,feb,172,2,-1,0,unknown,no,True,False,False,172,0,0,1,0.3790300731509076,-1,-1,0,0,-1.6209699268490925
35,technician,married,secondary,no,94.0,yes,yes,14,may,208,5,-1,0,unknown,no,False,False,True,0,0,208,1,0.3803847195881875,-1,-1,0,1,-0.6196152804118125
39,services,married,secondary,no,1438.0,yes,no,20,may,212,2,-1,0,unknown,no,False,False,True,0,0,212,1,0.7445136819290166,-1,0,0,0,-0.25548631807098343
50,management,married,tertiary,no,1420.0,yes,no,4,feb,99,1,-1,0,unknown,no,True,False,False,99,0,0,0,0.739636954754809,-1,0,0,2,1.739636954754809
30,housemaid,single,secondary,no,1924.0,no,no,6,feb,170,1,-1,0,unknown,no,True,False,False,170,0,0,1,0.8761853156326199,0,0,0,-1,-0.12381468436738008
55,blue-collar,married,secondary,no,383.0,no,no,5,may,287,1,-1,0,unknown,no,False,False,True,0,0,287,1,0.45868328366296396,0,0,0,-1,-0.541316716337036
47,services,divorced,secondary,no,691.0,no,no,6,feb,285,6,-1,0,unknown,no,True,False,False,285,0,0,1,0.542129504199404,0,0,0,0,0.542129504199404
34,technician,single,secondary,no,0.0,no,no,21,aug,163,2,-1,0,unknown,no,True,False,False,163,0,0,0,0.3549173665673259,0,0,0,1,1.354917366567326
33,management,single,tertiary,no,99.0,no,no,8,jul,159,1,-1,0,unknown,no,True,False,False,159,0,0,0,0.3817393660254674,0,0,0,2,2.3817393660254673
51,management,married,tertiary,no,-15.0,no,no,25,jul,212,2,-1,0,unknown,no,True,False,False,212,0,0,1,0.3508534272554863,0,0,0,2,2.3508534272554864
30,blue-collar,single,primary,no,185.0,no,no,26,jun,11,1,-1,0,unknown,no,False,False,True,0,0,11,0,0.4050392847466811,0,0,0,-1,-0.594960715253319
59,retired,married,secondary,no,319.0,yes,no,5,may,143,3,-1,0,unknown,no,False,False,True,0,0,143,0,0.44134380926578165,-1,0,0,-1,-1.5586561907342182
47,technician,divorced,tertiary,no,1420.0,yes,yes,27,may,62,2,-1,0,unknown,no,False,False,True,0,0,62,0,0.739636954754809,-1,-1,0,1,-0.26036304524519105
44,blue-collar,married,primary,no,-11.0,yes,no,9,may,13,1,-1,0,unknown,no,False,False,True,0,0,13,0,0.3519371444053102,-1,0,0,-1,-1.6480628555946897
45,management,married,tertiary,no,-206.0,yes,no,6,may,337,2,-1,0,unknown,no,True,False,False,337,0,0,1,0.2991059333513953,-1,0,0,2,1.2991059333513952
34,technician,single,secondary,no,943.0,no,no,29,aug,96,4,-1,0,unknown,no,True,False,False,96,0,0,0,0.6104036846383094,0,0,0,1,1.6104036846383094
35,technician,married,secondary,no,327.0,yes,no,13,apr,537,3,-1,0,unknown,no,True,False,False,537,0,0,1,0.4435112435654294,-1,0,0,1,0.44351124356542937
41,management,single,secondary,no,-105.0,yes,no,27,may,5,3,-1,0,unknown,no,False,False,True,0,0,5,0,0.32646979138444865,-1,0,0,2,1.3264697913844485
58,management,married,secondary,no,983.0,no,no,5,aug,139,1,-1,0,unknown,no,True,False,False,139,0,0,0,0.6212408561365483,0,0,0,2,2.6212408561365486
45,entrepreneur,married,tertiary,no,0.0,yes,no,29,jul,100,3,-1,0,unknown,no,True,False,False,100,0,0,0,0.3549173665673259,-1,0,0,2,1.3549173665673258
38,unemployed,married,tertiary,no,1449.0,no,no,26,may,535,6,-1,0,unknown,no,False,False,True,0,0,535,1,0.7474939040910322,0,0,0,-2,-1.2525060959089678
50,technician,married,secondary,no,1412.0,no,no,6,aug,131,3,-1,0,unknown,no,True,False,False,131,0,0,0,0.7374695204551612,0,0,0,1,1.7374695204551611
21,student,single,secondary,no,681.0,no,no,20,aug,6,1,-1,0,unknown,no,False,False,True,0,0,6,0,0.5394202113248442,0,0,0,1,1.539420211324844
38,entrepreneur,married,tertiary,no,228.0,yes,no,5,feb,105,1,-1,0,unknown,no,True,False,False,105,0,0,0,0.41668924410728797,-1,0,0,2,1.416689244107288
42,admin.,married,secondary,no,0.0,no,no,19,jun,370,1,-1,0,unknown,no,False,False,True,0,0,370,1,0.3549173665673259,0,0,0,0,0.3549173665673259
34,services,married,secondary,no,0.0,no,yes,2,jul,193,4,-1,0,unknown,no,False,False,True,0,0,193,1,0.3549173665673259,0,-1,0,0,-0.645082633432674
35,technician,married,tertiary,no,118.0,no,no,6,aug,358,2,-1,0,unknown,no,True,False,False,358,0,0,1,0.38688702248713086,0,0,0,1,1.3868870224871308
35,technician,married,secondary,no,13.0,no,no,22,aug,94,2,-1,0,unknown,no,True,False,False,94,0,0,0,0.3584394473042536,0,0,0,1,1.3584394473042536
57,services,divorced,secondary,no,14.0,no,yes,22,jul,445,2,-1,0,unknown,no,True,False,False,445,0,0,1,0.35871037659170957,0,-1,0,0,-0.6412896234082904
57,management,married,secondary,no,139.0,no,no,17,aug,80,1,-1,0,unknown,no,True,False,False,80,0,0,0,0.3925765375237063,0,0,0,2,2.3925765375237065
34,services,divorced,secondary,no,202.0,yes,no,15,may,318,1,-1,0,unknown,no,False,False,True,0,0,318,1,0.4096450826334327,-1,0,0,0,-0.5903549173665673
33,management,married,tertiary,no,2098.0,no,no,20,nov,67,1,-1,0,unknown,no,True,False,False,67,0,0,0,0.9233270116499593,0,0,0,2,2.9233270116499592
57,management,married,tertiary,no,320.0,no,no,7,aug,76,2,-1,0,unknown,no,True,False,False,76,0,0,0,0.44161473855323763,0,0,0,2,2.4416147385532376
34,admin.,married,secondary,no,50.0,yes,no,20,may,89,2,-1,0,unknown,no,False,False,True,0,0,89,0,0.36846383094012464,-1,0,0,0,-0.6315361690598753
51,housemaid,divorced,tertiary,no,370.0,yes,no,19,aug,109,3,-1,0,unknown,no,True,False,False,109,0,0,0,0.4551612029260363,-1,0,0,-1,-1.5448387970739637
54,blue-collar,divorced,primary,no,-182.0,no,no,9,jul,98,1,-1,0,unknown,no,True,False,False,98,0,0,0,0.30560823625033867,0,0,0,-1,-0.6943917637496613
44,management,married,secondary,no,-665.0,no,no,30,jul,342,3,-1,0,unknown,no,True,False,False,342,0,0,1,0.17474939040910323,0,0,0,2,2.174749390409103
27,services,single,secondary,no,54.0,yes,no,28,may,543,2,-1,0,unknown,yes,False,False,True,0,0,543,1,0.3695475480899485,-1,0,0,0,-0.6304524519100515
35,blue-collar,married,primary,no,46.0,no,no,8,jul,338,3,-1,0,unknown,no,True,False,False,338,0,0,1,0.3673801137903007,0,0,0,-1,-0.6326198862096992
40,self-employed,married,secondary,no,2.0,no,no,22,aug,197,5,-1,0,unknown,no,True,False,False,197,0,0,1,0.3554592251422379,0,0,0,1,1.355459225142238
25,blue-collar,single,secondary,no,913.0,yes,no,7,jul,113,4,-1,0,unknown,no,True,False,False,113,0,0,0,0.6022758060146302,-1,0,0,-1,-1.3977241939853697
38,blue-collar,divorced,secondary,no,595.0,yes,no,7,may,245,3,-1,0,unknown,no,True,False,False,245,0,0,1,0.5161202926036305,-1,0,0,-1,-1.4838797073963694
