age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,y,contact_cellular,contact_telephone,contact_unknown,duration_contact_cellular,duration_contact_telephone,duration_contact_unknown,above_median_duration
51,technician,married,secondary,no,1490.0,yes,no,18,jul,227,2,no,True,False,False,227,0,0,1
38,services,married,secondary,no,497.0,yes,yes,19,may,88,5,no,False,False,True,0,0,88,0
35,technician,married,secondary,no,1707.0,yes,no,2,jun,426,3,no,False,False,True,0,0,426,1
29,entrepreneur,single,secondary,no,404.0,no,no,30,jan,413,3,no,True,False,False,413,0,0,1
52,management,divorced,tertiary,no,907.0,yes,no,4,jun,104,2,no,False,False,True,0,0,104,0
26,technician,married,secondary,no,18.0,yes,yes,5,may,264,1,no,True,False,False,264,0,0,1
31,blue-collar,single,primary,no,-495.0,yes,no,29,may,334,2,no,False,False,True,0,0,334,1
56,management,divorced,tertiary,no,442.0,no,no,28,may,77,3,no,False,False,True,0,0,77,0
27,student,single,secondary,no,671.0,yes,no,7,may,332,2,no,False,False,True,0,0,332,1
30,technician,married,secondary,no,371.0,no,no,7,aug,124,2,no,True,False,False,124,0,0,0
33,management,married,secondary,no,11.0,yes,no,4,may,104,3,no,True,False,False,104,0,0,0
46,blue-collar,married,primary,no,174.0,no,yes,15,jul,90,1,no,True,False,False,90,0,0,0
39,blue-collar,married,secondary,no,1367.0,no,no,12,jun,43,1,no,False,False,True,0,0,43,0
51,blue-collar,married,primary,no,-11.0,no,no,16,jul,126,4,no,False,True,False,0,126,0,0
43,blue-collar,married,primary,no,778.0,yes,yes,15,may,284,5,no,False,False,True,0,0,284,1
36,technician,married,tertiary,no,837.0,no,no,28,aug,68,6,no,True,False,False,68,0,0,0
48,management,married,tertiary,no,363.0,no,no,18,nov,67,1,no,True,False,False,67,0,0,0
26,admin.,single,secondary,no,236.0,yes,yes,18,may,8,2,no,True,False,False,8,0,0,0
39,admin.,single,unknown,no,0.0,yes,no,11,may,62,1,no,True,False,False,62,0,0,0
47,management,married,tertiary,no,-50.0,no,yes,7,jul,175,1,no,True,False,False,175,0,0,1
23,entrepreneur,single,primary,no,4.0,yes,no,13,may,395,2,yes,False,False,True,0,0,395,1
38,admin.,married,secondary,no,46.0,yes,yes,6,may,195,1,no,False,False,True,0,0,195,1
33,technician,married,secondary,no,575.0,no,yes,4,feb,254,2,no,True,False,False,254,0,0,1
35,admin.,divorced,secondary,no,148.0,no,yes,8,jul,199,1,no,True,False,False,199,0,0,1
25,technician,single,tertiary,no,777.0,yes,no,14,may,351,1,no,False,False,True,0,0,351,1
49,services,married,secondary,no,47.0,no,no,5,may,234,2,no,False,False,True,0,0,234,1
32,management,married,tertiary,no,138.0,no,no,20,aug,94,4,no,True,False,False,94,0,0,0
29,admin.,single,secondary,no,1117.0,yes,no,8,may,77,2,no,False,False,True,0,0,77,0
28,blue-collar,married,secondary,no,1325.0,yes,no,15,may,242,1,no,True,False,False,242,0,0,1
59,retired,married,secondary,no,0.0,no,no,18,jul,247,4,no,True,False,False,247,0,0,1
42,technician,divorced,secondary,no,-280.0,yes,no,26,may,258,1,no,False,False,True,0,0,258,1
34,admin.,married,secondary,no,1671.0,no,no,21,may,160,1,no,False,False,True,0,0,160,0
34,management,married,tertiary,no,573.0,no,no,10,aug,122,1,no,True,False,False,122,0,0,0
42,blue-collar,divorced,secondary,no,47.0,yes,yes,8,may,141,1,no,False,False,True,0,0,141,0
46,management,single,tertiary,no,2154.0,yes,no,21,jul,87,4,no,True,False,False,87,0,0,0
39,entrepreneur,married,tertiary,no,83.0,yes,no,11,jul,193,2,no,True,False,False,193,0,0,1
42,services,divorced,secondary,no,372.0,yes,yes,6,may,121,2,no,False,False,True,0,0,121,0
48,blue-collar,single,secondary,no,-552.0,no,yes,21,nov,150,2,no,True,False,False,150,0,0,0
30,self-employed,single,tertiary,no,48.0,no,no,21,nov,140,1,no,True,False,False,140,0,0,0
34,technician,married,secondary,no,1.0,yes,no,19,nov,108,1,no,True,False,False,108,0,0,0
32,admin.,divorced,secondary,yes,-18.0,yes,no,12,may,155,3,no,False,False,True,0,0,155,0
46,services,married,secondary,no,451.0,yes,yes,13,may,389,4,no,True,False,False,389,0,0,1
26,self-employed,married,tertiary,no,479.0,yes,no,9,feb,264,3,no,True,False,False,264,0,0,1
42,blue-collar,married,secondary,no,0.0,yes,no,21,nov,328,6,no,True,False,False,328,0,0,1
50,technician,married,secondary,no,1130.0,yes,no,23,jul,119,2,no,True,False,False,119,0,0,0
41,blue-collar,married,primary,no,389.0,yes,no,16,jun,87,6,no,False,False,True,0,0,87,0
32,services,married,secondary,no,401.0,yes,no,15,may,294,2,no,False,False,True,0,0,294,1
58,housemaid,single,tertiary,no,145.0,yes,yes,16,jul,128,2,no,True,False,False,128,0,0,0
45,technician,married,secondary,no,115.0,yes,no,6,may,108,1,no,True,False,False,108,0,0,0
28,admin.,single,secondary,no,89.0,yes,yes,6,feb,172,2,no,True,False,False,172,0,0,1
35,technician,married,secondary,no,94.0,yes,yes,14,may,208,5,no,False,False,True,0,0,208,1
39,services,married,secondary,no,1438.0,yes,no,20,may,212,2,no,False,False,True,0,0,212,1
50,management,married,tertiary,no,1420.0,yes,no,4,feb,99,1,no,True,False,False,99,0,0,0
30,housemaid,single,secondary,no,1924.0,no,no,6,feb,170,1,no,True,False,False,170,0,0,1
55,blue-collar,married,secondary,no,383.0,no,no,5,may,287,1,no,False,False,True,0,0,287,1
47,services,divorced,secondary,no,691.0,no,no,6,feb,285,6,no,True,False,False,285,0,0,1
34,technician,single,secondary,no,0.0,no,no,21,aug,163,2,no,True,False,False,163,0,0,0
33,management,single,tertiary,no,99.0,no,no,8,jul,159,1,no,True,False,False,159,0,0,0
51,management,married,tertiary,no,-15.0,no,no,25,jul,212,2,no,True,False,False,212,0,0,1
30,blue-collar,single,primary,no,185.0,no,no,26,jun,11,1,no,False,False,True,0,0,11,0
59,retired,married,secondary,no,319.0,yes,no,5,may,143,3,no,False,False,True,0,0,143,0
47,technician,divorced,tertiary,no,1420.0,yes,yes,27,may,62,2,no,False,False,True,0,0,62,0
44,blue-collar,married,primary,no,-11.0,yes,no,9,may,13,1,no,False,False,True,0,0,13,0
45,management,married,tertiary,no,-206.0,yes,no,6,may,337,2,no,True,False,False,337,0,0,1
34,technician,single,secondary,no,943.0,no,no,29,aug,96,4,no,True,False,False,96,0,0,0
35,technician,married,secondary,no,327.0,yes,no,13,apr,537,3,no,True,False,False,537,0,0,1
41,management,single,secondary,no,-105.0,yes,no,27,may,5,3,no,False,False,True,0,0,5,0
58,management,married,secondary,no,983.0,no,no,5,aug,139,1,no,True,False,False,139,0,0,0
45,entrepreneur,married,tertiary,no,0.0,yes,no,29,jul,100,3,no,True,False,False,100,0,0,0
38,unemployed,married,tertiary,no,1449.0,no,no,26,may,535,6,no,False,False,True,0,0,535,1
50,technician,married,secondary,no,1412.0,no,no,6,aug,131,3,no,True,False,False,131,0,0,0
21,student,single,secondary,no,681.0,no,no,20,aug,6,1,no,False,False,True,0,0,6,0
38,entrepreneur,married,tertiary,no,228.0,yes,no,5,feb,105,1,no,True,False,False,105,0,0,0
42,admin.,married,secondary,no,0.0,no,no,19,jun,370,1,no,False,False,True,0,0,370,1
34,services,married,secondary,no,0.0,no,yes,2,jul,193,4,no,False,False,True,0,0,193,1
35,technician,married,tertiary,no,118.0,no,no,6,aug,358,2,no,True,False,False,358,0,0,1
35,technician,married,secondary,no,13.0,no,no,22,aug,94,2,no,True,False,False,94,0,0,0
57,services,divorced,secondary,no,14.0,no,yes,22,jul,445,2,no,True,False,False,445,0,0,1
57,management,married,secondary,no,139.0,no,no,17,aug,80,1,no,True,False,False,80,0,0,0
34,services,divorced,secondary,no,202.0,yes,no,15,may,318,1,no,False,False,True,0,0,318,1
33,management,married,tertiary,no,2098.0,no,no,20,nov,67,1,no,True,False,False,67,0,0,0
57,management,married,tertiary,no,320.0,no,no,7,aug,76,2,no,True,False,False,76,0,0,0
34,admin.,married,secondary,no,50.0,yes,no,20,may,89,2,no,False,False,True,0,0,89,0
51,housemaid,divorced,tertiary,no,370.0,yes,no,19,aug,109,3,no,True,False,False,109,0,0,0
54,blue-collar,divorced,primary,no,-182.0,no,no,9,jul,98,1,no,True,False,False,98,0,0,0
44,management,married,secondary,no,-665.0,no,no,30,jul,342,3,no,True,False,False,342,0,0,1
27,services,single,secondary,no,54.0,yes,no,28,may,543,2,yes,False,False,True,0,0,543,1
35,blue-collar,married,primary,no,46.0,no,no,8,jul,338,3,no,True,False,False,338,0,0,1
40,self-employed,married,secondary,no,2.0,no,no,22,aug,197,5,no,True,False,False,197,0,0,1
25,blue-collar,single,secondary,no,913.0,yes,no,7,jul,113,4,no,True,False,False,113,0,0,0
38,blue-collar,divorced,secondary,no,595.0,yes,no,7,may,245,3,no,True,False,False,245,0,0,1
26,technician,single,secondary,no,7.0,yes,no,22,jul,188,2,no,True,False,False,188,0,0,1
37,technician,single,tertiary,no,1661.0,no,no,19,aug,199,5,no,True,False,False,199,0,0,1
36,services,married,secondary,no,338.0,no,no,14,may,90,1,no,False,False,True,0,0,90,0
24,services,married,tertiary,no,0.0,yes,no,27,may,299,1,no,False,False,True,0,0,299,1
29,unemployed,married,secondary,no,596.0,no,no,30,jan,510,2,no,True,False,False,510,0,0,1
54,blue-collar,married,secondary,no,2059.0,yes,no,25,aug,177,4,no,True,False,False,177,0,0,1
27,admin.,married,secondary,no,132.0,no,no,13,oct,123,2,no,True,False,False,123,0,0,0
34,management,married,secondary,no,0.0,no,no,2,feb,270,1,no,True,False,False,270,0,0,1
39,blue-collar,married,primary,no,385.0,yes,no,16,may,225,4,no,False,False,True,0,0,225,1
38,management,married,tertiary,no,223.0,no,no,28,jan,63,1,no,True,False,False,63,0,0,0
36,entrepreneur,married,tertiary,no,1169.0,yes,no,6,may,168,2,no,False,False,True,0,0,168,0
30,management,single,tertiary,no,940.0,no,no,8,aug,131,2,no,True,False,False,131,0,0,0
25,technician,single,secondary,no,-80.0,yes,yes,3,jun,89,1,no,False,False,True,0,0,89,0
34,technician,married,secondary,no,0.0,yes,no,29,aug,116,4,no,True,False,False,116,0,0,0
52,unknown,married,unknown,no,1317.0,no,no,12,jun,58,1,no,False,False,True,0,0,58,0
39,admin.,married,secondary,no,179.0,no,no,6,sep,36,1,no,False,False,True,0,0,36,0
34,management,married,secondary,no,1007.0,no,no,21,jul,240,2,no,True,False,False,240,0,0,1
34,management,single,secondary,no,0.0,no,no,22,aug,132,4,no,True,False,False,132,0,0,0
30,services,married,secondary,no,1286.0,yes,yes,17,jul,544,1,no,True,False,False,544,0,0,1
33,services,married,secondary,no,804.0,yes,yes,8,may,266,1,no,False,False,True,0,0,266,1
30,student,single,secondary,no,4.0,no,no,4,feb,443,2,no,True,False,False,443,0,0,1
51,blue-collar,married,primary,no,0.0,yes,no,10,jul,324,1,no,True,False,False,324,0,0,1
48,blue-collar,married,primary,no,1678.0,no,no,28,jan,263,2,no,True,False,False,263,0,0,1
37,services,divorced,secondary,no,532.0,yes,no,11,jun,199,1,no,False,False,True,0,0,199,1
58,management,married,secondary,no,407.0,yes,no,29,jul,145,2,no,True,False,False,145,0,0,0
56,management,divorced,tertiary,no,659.0,no,yes,2,jun,56,1,no,True,False,False,56,0,0,0
35,services,married,secondary,no,195.0,yes,no,17,apr,203,1,no,True,False,False,203,0,0,1
45,entrepreneur,married,secondary,no,68.0,yes,no,7,may,254,1,no,False,False,True,0,0,254,1
35,management,divorced,tertiary,no,321.0,yes,no,9,may,189,1,no,False,False,True,0,0,189,1
28,blue-collar,married,secondary,no,8.0,yes,no,15,may,196,1,no,True,False,False,196,0,0,1
32,blue-collar,divorced,secondary,no,739.0,yes,no,9,may,171,1,no,False,False,True,0,0,171,0
35,technician,single,secondary,no,2.0,no,no,11,aug,239,4,no,True,False,False,239,0,0,1
39,blue-collar,married,secondary,no,1439.0,yes,no,28,jul,73,6,no,False,True,False,0,73,0,0
30,unemployed,married,secondary,no,1210.0,no,no,9,jul,100,4,no,True,False,False,100,0,0,0
26,management,single,tertiary,no,1420.0,no,yes,8,jul,160,1,no,True,False,False,160,0,0,0
32,management,married,tertiary,no,62.0,yes,no,14,may,166,1,no,True,False,False,166,0,0,1
35,admin.,married,secondary,no,0.0,yes,no,7,may,121,2,no,True,False,False,121,0,0,0
24,retired,single,secondary,no,366.0,no,yes,16,may,234,2,no,False,False,True,0,0,234,1
54,management,divorced,tertiary,no,0.0,no,yes,10,jul,88,1,no,True,False,False,88,0,0,0
31,management,married,tertiary,no,1343.0,yes,yes,21,may,85,1,no,False,False,True,0,0,85,0
41,entrepreneur,married,secondary,no,2105.0,yes,no,18,nov,134,1,no,True,False,False,134,0,0,0
44,unknown,married,secondary,no,2319.0,no,no,4,aug,251,3,no,True,False,False,251,0,0,1
35,services,single,secondary,no,35.0,yes,no,14,may,152,1,no,True,False,False,152,0,0,0
60,retired,married,secondary,no,89.0,no,no,30,apr,156,2,no,True,False,False,156,0,0,0
43,self-employed,married,secondary,no,104.0,no,no,17,jun,332,1,no,False,False,True,0,0,332,1
31,management,married,tertiary,no,1750.0,yes,no,14,may,90,3,no,False,True,False,0,90,0,0
56,management,married,primary,no,772.0,yes,no,20,nov,291,1,no,False,True,False,0,291,0,1
42,technician,married,secondary,no,1048.0,yes,no,6,feb,23,2,no,False,True,False,0,23,0,0
40,services,married,primary,no,33.0,no,no,26,may,70,3,no,False,False,True,0,0,70,0
46,blue-collar,married,secondary,no,0.0,yes,no,8,may,264,2,no,True,False,False,264,0,0,1
32,admin.,single,secondary,no,1649.0,no,no,27,may,264,2,no,True,False,False,264,0,0,1
31,housemaid,single,tertiary,no,287.0,yes,no,19,nov,182,1,no,True,False,False,182,0,0,1
41,technician,divorced,secondary,no,0.0,yes,no,17,nov,386,2,no,True,False,False,386,0,0,1
58,housemaid,married,primary,no,419.0,no,yes,5,jun,295,3,no,False,False,True,0,0,295,1
36,services,married,secondary,no,257.0,yes,no,12,may,86,2,no,True,False,False,86,0,0,0
32,management,single,tertiary,no,1731.0,yes,yes,29,may,323,3,no,False,False,True,0,0,323,1
62,management,married,tertiary,no,0.0,no,no,13,oct,78,3,no,True,False,False,78,0,0,0
31,technician,single,tertiary,no,23.0,no,no,25,aug,121,3,no,True,False,False,121,0,0,0
41,blue-collar,single,secondary,yes,-386.0,no,yes,20,nov,477,1,yes,True,False,False,477,0,0,1
47,management,married,tertiary,no,1890.0,no,no,8,jul,161,1,no,True,False,False,161,0,0,0
46,blue-collar,married,secondary,no,519.0,yes,no,25,aug,217,6,no,True,False,False,217,0,0,1
39,technician,single,tertiary,no,1190.0,no,no,8,aug,136,1,no,True,False,False,136,0,0,0
28,services,single,secondary,no,229.0,yes,no,9,may,322,1,no,False,False,True,0,0,322,1
33,technician,divorced,tertiary,no,39.0,no,no,19,aug,123,5,no,True,False,False,123,0,0,0
40,management,married,tertiary,no,1548.0,yes,no,13,apr,101,3,no,True,False,False,101,0,0,0
28,blue-collar,married,secondary,no,64.0,no,no,13,may,160,3,no,False,False,True,0,0,160,0
49,technician,divorced,tertiary,no,0.0,yes,no,12,jun,177,3,no,True,False,False,177,0,0,1
36,admin.,married,secondary,no,957.0,yes,no,21,may,206,1,no,False,False,True,0,0,206,1
45,technician,married,secondary,no,118.0,yes,no,7,may,208,2,no,False,False,True,0,0,208,1
29,technician,single,tertiary,no,218.0,yes,no,12,apr,169,1,no,True,False,False,169,0,0,1
35,housemaid,married,tertiary,no,20.0,yes,yes,17,jul,505,3,no,True,False,False,505,0,0,1
25,student,single,tertiary,no,5.0,no,no,29,sep,138,1,no,True,False,False,138,0,0,0
29,management,married,tertiary,no,581.0,yes,yes,14,jul,192,2,no,True,False,False,192,0,0,1
36,technician,married,tertiary,no,1327.0,no,no,29,oct,174,2,no,True,False,False,174,0,0,1
50,unemployed,divorced,secondary,no,32.0,no,no,4,aug,282,2,no,True,False,False,282,0,0,1
47,admin.,married,secondary,no,310.0,yes,yes,14,aug,128,6,no,False,True,False,0,128,0,0
46,housemaid,married,primary,no,0.0,no,no,2,feb,161,1,no,False,True,False,0,161,0,1
30,services,married,tertiary,no,1380.0,yes,no,21,may,294,2,no,False,False,True,0,0,294,1
32,services,single,secondary,no,-402.0,yes,no,17,apr,135,1,no,True,False,False,135,0,0,0
28,admin.,single,secondary,no,1323.0,yes,no,3,jun,361,1,no,False,False,True,0,0,361,1
38,technician,married,tertiary,no,1042.0,yes,no,4,feb,419,2,no,True,False,False,419,0,0,1
54,admin.,married,secondary,no,865.0,yes,no,17,nov,71,1,no,True,False,False,71,0,0,0
32,technician,married,tertiary,no,-1053.0,yes,no,21,jul,357,3,no,True,False,False,357,0,0,1
59,admin.,divorced,secondary,no,975.0,yes,no,15,may,263,4,no,False,False,True,0,0,263,1
34,technician,married,secondary,no,-136.0,yes,yes,12,aug,131,2,no,True,False,False,131,0,0,0
40,blue-collar,married,secondary,no,271.0,yes,no,29,may,483,2,no,False,False,True,0,0,483,1
26,self-employed,single,tertiary,no,1153.0,no,no,4,may,238,3,no,True,False,False,238,0,0,1
34,management,married,tertiary,no,-73.0,yes,no,11,jul,90,1,no,True,False,False,90,0,0,0
35,technician,married,secondary,no,700.0,yes,no,23,may,240,2,no,False,False,True,0,0,240,1
55,retired,married,primary,no,-966.0,no,yes,14,may,104,1,no,True,False,False,104,0,0,0
34,admin.,married,secondary,no,96.0,no,no,29,aug,109,2,no,True,False,False,109,0,0,0
31,technician,single,secondary,no,40.0,no,no,7,aug,123,2,no,True,False,False,123,0,0,0
47,admin.,divorced,secondary,no,136.0,no,yes,23,jul,70,1,no,True,False,False,70,0,0,0
38,self-employed,single,tertiary,no,917.0,yes,no,23,may,260,1,no,False,False,True,0,0,260,1
46,management,single,tertiary,no,593.0,yes,no,29,jan,190,3,no,True,False,False,190,0,0,1
42,blue-collar,married,primary,no,505.0,yes,no,14,may,521,2,no,False,False,True,0,0,521,1
38,student,single,tertiary,no,807.0,no,no,27,feb,74,2,no,True,False,False,74,0,0,0
32,admin.,married,secondary,no,0.0,no,no,30,jan,119,3,no,True,False,False,119,0,0,0
55,management,married,tertiary,no,540.0,no,no,19,nov,124,2,no,True,False,False,124,0,0,0
56,management,divorced,tertiary,no,-59.0,no,yes,28,jul,127,6,no,True,False,False,127,0,0,0
27,admin.,married,secondary,yes,-517.0,yes,no,14,jul,172,3,no,True,False,False,172,0,0,1
42,student,married,unknown,no,-7.0,no,no,31,jul,41,6,no,True,False,False,41,0,0,0
41,blue-collar,married,primary,no,0.0,yes,no,30,may,232,3,no,False,False,True,0,0,232,1
53,retired,divorced,secondary,yes,-200.0,no,yes,6,jun,161,1,no,False,False,True,0,0,161,0
67,retired,married,primary,no,2301.0,no,no,16,apr,124,1,no,True,False,False,124,0,0,0
33,blue-collar,married,primary,no,191.0,yes,no,9,may,162,2,no,False,False,True,0,0,162,0
31,technician,single,unknown,no,694.0,yes,no,6,jun,431,2,no,False,False,True,0,0,431,1
31,admin.,married,secondary,no,212.0,yes,no,18,jul,191,3,no,True,False,False,191,0,0,1
30,management,married,tertiary,no,1882.0,yes,no,11,aug,249,5,no,True,False,False,249,0,0,1
48,blue-collar,married,unknown,no,131.0,yes,no,6,may,189,1,no,False,False,True,0,0,189,1
30,technician,single,secondary,no,175.0,no,no,25,aug,167,4,no,True,False,False,167,0,0,1
44,management,divorced,tertiary,no,476.0,yes,yes,26,may,127,2,no,False,False,True,0,0,127,0
39,management,single,tertiary,no,0.0,yes,no,16,apr,81,2,no,True,False,False,81,0,0,0
36,services,single,secondary,no,398.0,yes,yes,17,jun,77,2,no,False,False,True,0,0,77,0
33,blue-collar,married,secondary,no,745.0,yes,no,23,may,264,4,no,False,False,True,0,0,264,1
33,management,single,secondary,no,0.0,no,no,19,aug,53,4,no,True,False,False,53,0,0,0
67,retired,married,unknown,no,696.0,no,no,4,may,77,2,no,False,True,False,0,77,0,0
48,unemployed,divorced,secondary,no,1266.0,yes,no,3,feb,45,1,no,False,True,False,0,45,0,0
31,housemaid,married,primary,no,25.0,no,no,21,aug,169,5,no,True,False,False,169,0,0,1
41,self-employed,married,unknown,no,14.0,yes,no,15,may,142,1,no,True,False,False,142,0,0,0
30,admin.,single,secondary,no,105.0,yes,no,21,nov,75,1,no,True,False,False,75,0,0,0
37,management,married,tertiary,no,767.0,no,yes,2,feb,204,1,no,True,False,False,204,0,0,1
56,admin.,divorced,primary,no,0.0,no,yes,10,jul,542,1,no,True,False,False,542,0,0,1
43,management,single,secondary,no,-228.0,yes,yes,16,may,122,2,no,False,False,True,0,0,122,0
42,services,married,secondary,no,508.0,yes,no,30,may,264,1,no,False,False,True,0,0,264,1
60,management,married,secondary,no,725.0,yes,no,8,jul,266,1,no,True,False,False,266,0,0,1
34,management,single,tertiary,no,184.0,no,no,22,jul,203,4,no,True,False,False,203,0,0,1
41,management,married,tertiary,no,251.0,no,yes,6,jun,85,3,no,False,False,True,0,0,85,0
38,management,married,secondary,no,-17.0,no,no,21,nov,11,4,no,True,False,False,11,0,0,0
36,blue-collar,married,secondary,no,777.0,yes,no,6,may,185,3,no,True,False,False,185,0,0,1
40,technician,divorced,secondary,no,-375.0,yes,no,13,may,60,5,no,True,False,False,60,0,0,0
43,technician,married,secondary,no,17.0,yes,no,16,may,353,4,no,False,False,True,0,0,353,1
50,technician,divorced,secondary,no,-701.0,yes,yes,24,jul,148,1,no,True,False,False,148,0,0,0
23,blue-collar,single,unknown,no,817.0,yes,no,18,may,123,1,no,True,False,False,123,0,0,0
34,student,married,unknown,no,1387.0,no,no,30,apr,121,1,no,True,False,False,121,0,0,0
40,blue-collar,married,secondary,no,0.0,yes,yes,29,may,245,3,no,False,False,True,0,0,245,1
57,technician,married,secondary,no,0.0,no,no,13,may,44,1,no,False,False,True,0,0,44,0
38,blue-collar,married,secondary,no,171.0,yes,yes,20,may,172,1,no,False,False,True,0,0,172,0
45,blue-collar,married,secondary,no,827.0,yes,no,15,may,319,5,no,False,False,True,0,0,319,1
31,services,single,secondary,no,469.0,no,yes,2,feb,111,1,no,True,False,False,111,0,0,0
39,blue-collar,married,primary,no,2226.0,yes,no,6,may,158,1,no,False,False,True,0,0,158,0
46,management,married,tertiary,no,477.0,yes,no,20,may,128,6,no,False,False,True,0,0,128,0
36,services,married,secondary,no,42.0,yes,no,8,may,102,4,no,False,False,True,0,0,102,0
30,management,single,tertiary,no,775.0,yes,no,16,jun,124,2,no,False,False,True,0,0,124,0
32,blue-collar,married,secondary,no,9.0,yes,no,17,apr,334,2,no,True,False,False,334,0,0,1
35,blue-collar,single,secondary,no,376.0,yes,yes,6,may,207,3,no,False,False,True,0,0,207,1
38,management,married,tertiary,no,389.0,yes,no,6,may,262,1,no,False,False,True,0,0,262,1
46,management,divorced,tertiary,no,134.0,no,no,19,aug,134,2,no,True,False,False,134,0,0,0
45,entrepreneur,divorced,tertiary,no,1273.0,yes,yes,11,jun,197,3,no,False,False,True,0,0,197,1
59,services,married,secondary,no,0.0,yes,no,12,may,214,3,no,True,False,False,214,0,0,1
33,technician,divorced,secondary,no,0.0,yes,no,7,may,177,2,no,True,False,False,177,0,0,1
48,admin.,married,secondary,no,292.0,yes,yes,29,jul,164,6,no,True,False,False,164,0,0,0
31,services,single,secondary,no,85.0,no,no,16,jul,151,1,no,True,False,False,151,0,0,0
35,blue-collar,divorced,primary,no,-587.0,yes,no,26,may,111,1,no,False,False,True,0,0,111,0
52,management,married,tertiary,no,-1224.0,yes,no,7,may,253,3,no,True,False,False,253,0,0,1
45,management,divorced,tertiary,no,959.0,no,no,18,jun,74,1,no,False,False,True,0,0,74,0
34,management,married,tertiary,no,0.0,no,no,20,aug,263,2,no,True,False,False,263,0,0,1
25,blue-collar,married,primary,yes,-589.0,yes,no,3,jun,233,1,no,False,False,True,0,0,233,1
26,management,single,tertiary,no,-8.0,no,no,13,aug,402,2,no,True,False,False,402,0,0,1
48,management,married,primary,no,247.0,yes,yes,14,may,145,1,no,False,False,True,0,0,145,0
32,blue-collar,married,primary,no,642.0,no,yes,8,jul,524,1,no,True,False,False,524,0,0,1
58,retired,married,secondary,no,11.0,no,no,11,aug,270,1,no,True,False,False,270,0,0,1
57,management,married,primary,no,-226.0,yes,no,4,jun,272,1,no,False,False,True,0,0,272,1
33,blue-collar,single,secondary,no,-320.0,no,no,18,may,268,2,no,True,False,False,268,0,0,1
53,entrepreneur,married,tertiary,no,2289.0,yes,yes,17,nov,183,1,no,True,False,False,183,0,0,1
32,technician,single,tertiary,no,705.0,yes,no,20,apr,20,4,no,True,False,False,20,0,0,0
54,services,married,secondary,no,812.0,no,no,31,jul,113,6,no,True,False,False,113,0,0,0
30,admin.,single,secondary,no,1009.0,yes,no,29,jan,253,1,no,True,False,False,253,0,0,1
32,self-employed,married,primary,no,286.0,yes,no,6,aug,175,1,no,True,False,False,175,0,0,1
42,blue-collar,married,primary,no,2111.0,yes,no,7,may,86,2,no,True,False,False,86,0,0,0
33,technician,married,secondary,no,181.0,yes,yes,28,jul,265,2,no,False,True,False,0,265,0,1
31,blue-collar,divorced,secondary,no,-452.0,yes,no,26,may,182,5,no,False,False,True,0,0,182,1
58,retired,married,primary,no,0.0,no,no,4,aug,506,1,no,True,False,False,506,0,0,1
37,admin.,single,secondary,no,-296.0,yes,no,20,apr,81,1,no,True,False,False,81,0,0,0
59,management,married,primary,no,2358.0,yes,no,17,apr,30,1,no,True,False,False,30,0,0,0
30,technician,married,secondary,no,616.0,yes,no,6,may,19,1,no,True,False,False,19,0,0,0
44,self-employed,married,secondary,no,313.0,no,no,6,aug,211,4,no,True,False,False,211,0,0,1
38,blue-collar,married,primary,no,290.0,yes,no,16,apr,283,1,no,True,False,False,283,0,0,1
50,management,married,tertiary,no,1240.0,no,no,12,aug,474,2,no,True,False,False,474,0,0,1
46,blue-collar,married,primary,no,143.0,yes,no,7,may,279,1,no,False,False,True,0,0,279,1
56,retired,divorced,secondary,no,212.0,no,yes,17,jul,27,1,no,False,True,False,0,27,0,0
36,management,married,tertiary,no,9.0,no,no,11,aug,386,4,yes,True,False,False,386,0,0,1
40,management,married,tertiary,no,1734.0,yes,no,2,jun,169,1,no,False,False,True,0,0,169,0
52,management,married,tertiary,no,575.0,no,no,3,jun,315,1,no,False,False,True,0,0,315,1
51,blue-collar,married,secondary,no,397.0,yes,no,20,aug,293,2,no,True,False,False,293,0,0,1
33,blue-collar,married,secondary,no,640.0,yes,no,3,feb,439,3,no,True,False,False,439,0,0,1
54,services,married,secondary,no,158.0,yes,no,19,may,198,1,no,False,False,True,0,0,198,1
50,entrepreneur,married,secondary,no,1011.0,yes,no,30,jul,340,2,no,False,True,False,0,340,0,1
37,technician,married,secondary,no,712.0,yes,no,18,nov,291,2,no,True,False,False,291,0,0,1
32,unemployed,married,secondary,no,10.0,yes,no,6,may,501,4,no,False,False,True,0,0,501,1
57,retired,married,primary,no,1238.0,yes,no,15,jul,274,1,no,True,False,False,274,0,0,1
49,admin.,single,secondary,no,981.0,yes,no,21,nov,10,3,no,False,True,False,0,10,0,0
56,entrepreneur,married,unknown,no,575.0,no,no,20,jun,18,2,no,False,False,True,0,0,18,0
48,admin.,divorced,unknown,no,-70.0,no,no,14,may,243,1,no,True,False,False,243,0,0,1
31,management,single,tertiary,no,574.0,yes,no,16,jul,410,2,no,True,False,False,410,0,0,1
28,blue-collar,single,secondary,no,43.0,no,no,19,may,190,1,no,False,False,True,0,0,190,1
36,management,married,tertiary,no,428.0,no,no,28,may,121,1,no,False,False,True,0,0,121,0
58,housemaid,married,primary,no,0.0,yes,no,9,jul,148,1,no,False,True,False,0,148,0,1
32,management,single,tertiary,no,474.0,yes,no,7,aug,90,3,no,True,False,False,90,0,0,0
